,Star,Date,Style,Review
2176,4.0,2019-01-26,베스트 셀러 팩,"I would have like a different assortment to try but they are ok, pretty strong but perfect if you are adding flavorings and milk"
2177,5.0,2019-03-23,베스트 셀러 팩,"Love each flavor I've tried, and the machine enhances flavor... my whole house has a beautiful coffee aroma after making just one cup."
2178,5.0,2022-03-18,베스트 셀러 팩,Hands down some of the best coffee I’ve ever had. Never paying $5 for a cup of coffee again
2179,5.0,2018-06-20,베스트 셀러 팩,I gave this as a gift to my son so he could ship difference in the coffee’s
2180,5.0,2018-12-28,베스트 셀러 팩,"These came as part of a bundle with my nespresso machine. Although they are delicious, I prefer slightly less dark flavor than these (I believe they range from 6-8 on the Nespresso flavor scale of 1-10, 10 being the darkest. I intend to buy a more mild flavor next."
2181,5.0,2018-11-04,베스트 셀러 팩,this is the best coffee you could find. hands down just tastes the best!
2182,5.0,2019-01-18,베스트 셀러 팩,"Didn’t taste like coffee or fit in the Nespresso machine, but would buy again."
2183,5.0,2018-02-20,베스트 셀러 팩,I like the flavor and dislike the price is a little bit high.
2184,4.0,2018-08-07,베스트 셀러 팩,"Still trying to find out, what the intensity numbers mean? The higher the number the more intense the flavor,,or the opposite is true?"
2185,5.0,2020-01-30,베스트 셀러 팩,It was a gift and he loved it!
2186,5.0,2019-03-13,베스트 셀러 팩,Great assortment. Good variety of capsules. Perfect for a gift
2187,5.0,2019-04-24,베스트 셀러 팩,Makes a stronger coffee than the smaller machine.
2188,5.0,2019-01-16,베스트 셀러 팩,"very quick delivery, great flavor"
2189,5.0,2018-11-20,베스트 셀러 팩,Who needs Starbucks love my nespresso
2190,5.0,2018-10-27,베스트 셀러 팩,Better than older pods. More flavor.
2191,5.0,2018-07-05,베스트 셀러 팩,Delicious! That’s all I can say.
2192,5.0,2019-01-11,베스트 셀러 팩,EASY TO USE & QUIET
2193,5.0,2019-02-03,베스트 셀러 팩,Variety and flavors
2194,5.0,2018-10-15,베스트 셀러 팩,Loved it
2195,5.0,2018-02-28,베스트 셀러 팩,It is what it says it is and exactly what it says it is. It turns out I just hate every pod I've yet to try including the 15 variety pods that came with my device.
2196,5.0,2018-08-07,베스트 셀러 팩,Great quality
2197,5.0,2020-01-30,베스트 셀러 팩,Flavor
2198,5.0,2019-02-18,베스트 셀러 팩,"The golden is my favorite. If you like it extremely strong, go for the green. This is a good starter mix for those new to Espresso coffee."
2199,5.0,2018-12-19,베스트 셀러 팩,Amazing rich taste in every cup
2200,5.0,2018-05-24,베스트 셀러 팩,"Exactly what I expected. They're delicious, the variety is nice, and they aren't too expensive."
2201,5.0,2018-09-07,베스트 셀러 팩,"Love the different varieties of coffee, still deciding which one I like best."
2202,4.0,2018-01-06,베스트 셀러 팩,"Some of the best coffee we’ve made at home. If you are a coffee shop person this will save you a lot of money. If you are a brew it by the pot person the price per cup may be shocking. Excellent tasting coffee in a simple to use format. Nice to buy these here and avoid the longer shipping time directly from nespresso.
This pack of three different varieties of their darker roasts is our favorite by far."
2203,5.0,2017-01-30,베스트 셀러 팩,Cost a little high
2204,5.0,2020-02-06,베스트 셀러 팩,Good assortment of nespresso pods.
2205,5.0,2018-12-19,베스트 셀러 팩,Great product. Great price.
2206,4.0,2021-06-10,베스트 셀러 팩,Love the coffee but these pods are too expensive and fit only the Vertuoline machine...need to bring price down or make a reusable pod
2207,5.0,2018-02-13,베스트 셀러 팩,Yummy 😋
2208,3.0,2018-08-07,베스트 셀러 팩,Convenient…yes. But the taste is not good imo
2209,4.0,2020-01-30,베스트 셀러 팩,Was a good starter pack to see what we like and don't like.
2210,5.0,2021-10-06,베스트 셀러 팩,Love the expresso!
2211,4.0,2018-03-04,베스트 셀러 팩,"If I’m going to pay approx. a $1 a pod for coffee I expect good, consistent quality and I haven’t been disappointed before. You receive 10 Stormio, 10 Odacio, 10 Melozio which are medium intensity. This time the stormio (green) seems much weaker. I have only used five so far but they don’t live up to their usual standard."
2212,1.0,2018-11-04,베스트 셀러 팩,"Honestly now that I'm tasting gas station coffee in my mind's mouth, that does a disservice to the coffees I've pounded down on long road trips.

Every single flavor/roast/fake italian word of these is absolutely vile.

We found a vertuo machine on the street (first warning, maybe you're smarter than we are), and bought some sleeves of these capsules. We've had regular nespresso and they're not great but they're fun and we have a baby coming. We figured this would be the same. Well joke's on us, because these coffees are so undrinkable we are opting to hang out with our screaming two week old and wait for our good old Mr Coffee to perk up instead of drinking these weirdly foamy, absolutely tooth-shatteringly awful cups of coffee. 0/10 avoid like the plague.

I guess I'd rate these ""giftable"" because I recommend you giving them away as soon as they arrive."
2213,4.0,2018-10-27,베스트 셀러 팩,arrived on time and as expected
2214,5.0,2018-08-11,베스트 셀러 팩,"Get both a medium and a dark roast, both in the 'coffee' size (which is around 8oz). These are two of my favorites (and apparently everyone else). Good with milk or good on their own."
2215,4.0,2018-11-19,베스트 셀러 팩,I love Nespresso
2216,3.0,2022-06-21,베스트 셀러 팩,"I appreciate these best sellers included in my amazon prime day purchase of my Nespresso machine. However they are a little dark roast for my taste, so I haven’t used them all.
They were packaged well and within sell date."
2217,2.0,2018-08-07,베스트 셀러 팩,I’ve ordered this before and it came how it should but for some reason this time it didn’t.
2218,2.0,2018-01-25,베스트 셀러 팩,"LEAKS (A LOT )AFTER ONLY 6 MONTHS. Love the flavor, very very disappointing that it is broken after only 6 months. As you can see from the photo, it leaks a lot of the coffee from each operation onto the counter. I can;t see where it is happening, and I'm so sad that I have over $100 worth of pods that I can't use. Wonderful wonderful coffee, but dang it didn't last long. FYI, the machine was used about 5 times a day."
2219,1.0,2019-01-08,베스트 셀러 팩,"Pods did not work. After trying and wasting many pods, the machine ended up not recognizing the pods and shooting water and coffee everywhere. Total rip off."
2220,2.0,2018-08-07,베스트 셀러 팩,"This was sent as a gift and he received them partially damaged. Box was opened and damaged as well. Not sure if they will work considering how sensitive these can be, also not easy to make a return when the person is in the military...."
2221,1.0,2020-01-30,베스트 셀러 팩,Flavor not as expected. For the price I’d rather buy my own coffee and use a different machine. Not a good bargain.
2222,2.0,2019-01-06,베스트 셀러 팩,I like that these are the same price as on the Nespresso website but I ordered this so that I could try a variety as advertised and ended up with 3 of the same flavor.
2223,1.0,2018-07-29,베스트 셀러 팩,"I purchased a pack of 3, Nov 16, 2020, however, it expires in 3 months.
The capsules are old, in my case, it was produced in April 2020, so 7 months old.
If you are a coffee fan, make sure you get your coffee fresh, it makes a huge difference"
2224,1.0,2018-10-08,베스트 셀러 팩,Terrible flavor. And Nespresso wouldn’t offer me a trade. They said they don’t stand behind it if somebody else sold it to me. Pretty funny.
2225,4.0,2018-11-30,베스트 셀러 팩,This is a variety pack of three distinctive medium-roast coffees. The pods work fine and brew a full-size cup.
2226,1.0,2018-02-12,베스트 셀러 팩,Don't like them
2227,1.0,2018-05-24,베스트 셀러 팩,I sent this as a gift to a friend as they love Nespresso. They informed me that these pods do NOT work on the Nespresso machine. I have been attempting to return it with no success! Do not order this for Nespresso!
2228,1.0,2018-10-29,베스트 셀러 팩,The ad makes ya want it. When you get it and make it. It’s absolute garbage. Save your money.
2229,1.0,2018-05-21,베스트 셀러 팩,"I received the machine and this set as a birthday gift, but it's not feasible to spend on the capsules each month. I was able to return the machine, but they won't allow me to return these capsules."
2230,1.0,2018-01-20,베스트 셀러 팩,"We got this as part of a deal during prime day deals when we got the machine. This was suppose to be a variety pack, there is no variety as we recieved 3 of the same one."
